"ID","Name","Security"
31001038,"J145040",-0.9900000095367432
30004744,"QC-YX6",-0.02530706860125065
30004057,"6Z9-0M",-0.13604797422885895
30003370,"2G38-I",-0.4132225215435028
30002683,"Barmalie",0.4764906167984009
30001996,"ZJET-E",-0.09863711893558502
31002240,"J161940",-0.9900000095367432
31001553,"J162251",-0.9900000095367432
31000866,"J124611",-0.9900000095367432
32000021,"AD021",-0.9900000095367432
30005259,"Lela",0.3451113700866699
30001655,"Imeshasa",0.5849645733833313
30003885,"Arzanni",0.5513048768043518
30045042,"Conoban",0.9052488207817078
30003198,"0-QP56",-0.210439071059227
30002511,"Ameinaka",0.9490000009536743
30001824,"VE-W7O",-0.7539747357368469
31002068,"J105849",-0.9900000095367432
31001381,"J142200",-0.9900000095367432
31000694,"J115310",-0.9900000095367432
30003713,"G7AQ-7",-0.323541522026062
30003026,"Blameston",0.9490000009536743
30002339,"9QS5-C",-0.050376616418361664
31002583,"J000551",-0.9900000095367432
30001652,"Pimsu",0.725185215473175
31001896,"J100724",-0.9900000095367432
30001943,"RVRE-Z",-0.021019989624619484
31001209,"J101048",-0.9900000095367432
32000079,"AD079",-0.9900000095367432
30003541,"Faswiba",0.35325440764427185
31000642,"J235852",-0.9900000095367432
30002854,"WNM-V0",-0.46384215354919434
30002167,"6-I162",-0.477304607629776
31002411,"J124504",-0.9900000095367432
30001480,"54-VNO",-0.07988835126161575
31001724,"J104723",-0.9900000095367432
30000793,"QTME-D",-0.45274293422698975
31001037,"J174317",-0.9900000095367432
30044971,"Mesokel",0.857654869556427
30003369,"ZV-72W",-0.4161838889122009
30002682,"Colelie",0.5123888254165649
30001995,"M-76XI",-0.07633110880851746
31002239,"J215009",-0.9900000095367432
31001552,"J140545",-0.9900000095367432
31000865,"J165014",-0.9900000095367432
31000137,"J110651",-0.9900000095367432
30004571,"Q-XEB3",-0.0623655840754509
30003884,"Nourbal",0.4106437861919403
30003197,"MTGF-2",-0.21884527802467346
30002510,"Rens",0.8945818543434143
30001823,"P-8PDJ",-0.341869056224823
31002067,"J121959",-0.9900000095367432
31001380,"J130518",-0.9900000095367432
31000693,"J123249",-0.9900000095367432
34000051,"V-051",-0.9900000095367432
30003712,"MH9C-S",-0.2100551873445511
30003025,"Lirsautton",0.8355558514595032
30002338,"ALC-JM",-0.13182023167610168
31002582,"J000621",-0.9900000095367432
30001651,"Nafomeh",0.7090616822242737
31001895,"J132823",-0.9900000095367432
31001208,"J204039",-0.9900000095367432
32000078,"AD078",-0.9900000095367432
30004914,"99-0GS",-0.3512609302997589
30001783,"QOK-SX",-0.6090109944343567
30002853,"G-KCFT",-0.3092416822910309
30002166,"U9U-TQ",-0.3452208340167999
31002410,"J160722",-0.9900000095367432
30001479,"M-FDTD",-0.1890157163143158
31001723,"J112404",-0.9900000095367432
31001036,"J141004",-0.9900000095367432
30004742,"RCI-VL",-0.6882696151733398
30003368,"S-U8A4",-0.44574883580207825
30002681,"Deltole",0.5404728055000305
30001994,"DK-FXK",-0.07521648705005646
31002238,"J115405",-0.9900000095367432
31001551,"J120409",-0.9900000095367432
31000864,"J103619",-0.9900000095367432
30005257,"Bantish",0.3059457242488861
30003883,"Keberz",0.5301299095153809
30003196,"DYS-CG",-0.33704838156700134
30002509,"Odatrik",0.816178560256958
30001822,"NQ-M6W",-0.5739356875419617
31002066,"J121704",-0.9900000095367432
31001379,"J104754",-0.9900000095367432
31000692,"J222830",-0.9900000095367432
34000050,"V-050",-0.9900000095367432
30003711,"FX-7EM",-0.26592302322387695
30003024,"Marosier",0.6034455895423889
30002337,"Z0G-XG",-0.06680072844028473
31002581,"J000487",-0.9900000095367432
30001650,"Riramia",0.5657311677932739
31001894,"J124730",-0.9900000095367432
31001207,"J130719",-0.9900000095367432
32000077,"AD077",-0.9900000095367432
30003539,"Miakie",0.4847702980041504
30002852,"M3-H2Y",-0.2999049723148346
30002165,"B2-UQW",-0.37199896574020386
31002409,"J170118",-0.9900000095367432
30001478,"5-P3CQ",-0.09586334228515625
30001827,"N-I024",-0.5391409993171692
31001035,"J165118",-0.9900000095367432
30003367,"G-6SXJ",-0.011343532241880894
30002680,"Augnais",0.5398107767105103
30001993,"A8I-C5",-0.11548633873462677
31002237,"J131505",-0.9900000095367432
31001550,"J154541",-0.9900000095367432
31000863,"J125029",-0.9900000095367432
30004026,"YQX-7U",-0.6302374601364136
30004569,"9R4-EJ",-0.10444523394107819
30003882,"Lansez",0.7286736965179443
30003195,"T-HMWP",-0.21669696271419525
30002508,"Trytedald",0.8796585202217102
30001821,"UEPO-D",-0.39156514406204224
31002065,"J145844",-0.9900000095367432
31001378,"J204815",-0.9900000095367432
31000691,"J104606",-0.9900000095367432
34000049,"V-049",-0.9900000095367432
30003710,"FSW-3C",-0.2638973593711853
30003023,"Gerper",0.3544372022151947
30002336,"JAWX-R",-0.6938274502754211
31002580,"J000895",-0.9900000095367432
30001649,"Ahrosseas",0.5765630006790161
31001893,"J133119",-0.9900000095367432
31001206,"J122041",-0.9900000095367432
32000076,"AD076",-0.9900000095367432
30001782,"I0N-BM",-0.7494052648544312
30003538,"Merz",0.6561367511749268
30002851,"O31W-6",-0.4640691578388214
30002164,"U79-JF",-0.5555774569511414
31002408,"J161335",-0.9900000095367432
30001477,"VYX2-I",-0.12128283083438873
31001721,"J114408",-0.9900000095367432
31001034,"J155117",-0.9900000095367432
30003853,"Mercomesier",0.12296725809574127
30004740,"6Q-R50",-0.10588214546442032
30003366,"4-JWWQ",-0.020317532122135162
30002679,"Jolia",0.507774293422699
30001992,"C-H9X7",-0.11085983365774155
31002236,"J164732",-0.9900000095367432
31001549,"J125213",-0.9900000095367432
31000862,"J210355",-0.9900000095367432
30002451,"NQ-9IH",-0.20789964497089386
30003881,"Moniyyuku",0.5685657858848572
30003194,"V0-H4L",-0.1622081696987152
30002507,"Abudban",0.7324477434158325
30001820,"3-QNM4",-0.7390973567962646
31002064,"J115522",-0.9900000095367432
31001377,"J113925",-0.9900000095367432
31000690,"J111141",-0.9900000095367432
30005083,"Jedandan",0.4192235767841339
31002379,"J142528",-0.9900000095367432
30003709,"D-GTMI",-0.3247022032737732
30003022,"Mya",0.3710814416408539
30002335,"FIZU-X",-0.5954179167747498
31002579,"J010951",-0.9900000095367432
30001648,"Adahum",0.607685923576355
31001892,"J100702",-0.9900000095367432
31001205,"J113339",-0.9900000095367432
32000075,"AD075",-0.9900000095367432
30001423,"Jotenen",0.5828238725662231
30003537,"Erzoh",0.4785756468772888
30002850,"B1UE-J",-0.45810118317604065
30002163,"E8-YS9",-0.3044363260269165
31002407,"J111520",-0.9900000095367432
30001476,"OU-AIT",-0.1146935299038887
31001720,"J145739",-0.9900000095367432
31001033,"J114627",-0.9900000095367432
31001505,"J120643",-0.9900000095367432
30004052,"OU-X3P",-0.06297115236520767
30003365,"EU0I-T",-0.014694441109895706
31000998,"J223207",-0.9900000095367432
30002633,"Du Annes",0.6478139758110046
31002235,"J234152",-0.9900000095367432
31001548,"J150635",-0.9900000095367432
31000861,"J121720",-0.9900000095367432
31000174,"J133613",-0.9900000095367432
30004567,"E-BWUU",-0.09124834090471268
31001332,"J104330",-0.9900000095367432
30003880,"Reteka",0.5044872164726257
30003193,"DS3-6A",-0.14964962005615234
30002506,"Osoggur",0.5315682888031006
30001819,"OW-QXW",-0.39533451199531555
31002063,"J154846",-0.9900000095367432
31001376,"J210458",-0.9900000095367432
31000689,"J143455",-0.9900000095367432
30002460,"04-LQM",-0.6401715874671936
30004395,"PUWL-4",-0.8090396523475647
30003708,"49GC-R",-0.07773585617542267
30003021,"Mosson",0.6565800905227661
30002334,"B-2VXB",-0.6065357327461243
31002578,"J015227",-0.9900000095367432
30001647,"Anjedin",0.515754222869873
31001891,"J164147",-0.9900000095367432
31001204,"J134629",-0.9900000095367432
31000517,"J154858",-0.9900000095367432
32000074,"AD074",-0.9900000095367432
30002644,"Ambeke",0.5005549192428589
30003536,"Uzigh",0.6355233192443848
30002849,"LE-67X",-0.19918614625930786
30002162,"Y-FZ5N",-0.4133743643760681
31002406,"J112028",-0.9900000095367432
30001475,"REZ-YZ",-0.07216499745845795
31001719,"J103631",-0.9900000095367432
31001032,"J125741",-0.9900000095367432
30003364,"DCHR-L",-0.008127164095640182
30002677,"Fluekele",0.5616499781608582
30001990,"93PI-4",-0.17466333508491516
31002234,"J140524",-0.9900000095367432
31001547,"J140244",-0.9900000095367432
31000860,"J132103",-0.9900000095367432
30003879,"Safshela",0.6676156520843506
30003192,"F-816R",-0.08993551135063171
30002505,"Hulm",0.9490000009536743
30001818,"MC4C-H",-0.5291349291801453
31002062,"J122049",-0.9900000095367432
31001375,"J160225",-0.9900000095367432
31000688,"J110555",-0.9900000095367432
34000046,"V-046",-0.9900000095367432
30005081,"Piri",0.45587843656539917
30003707,"9UY4-H",-0.07843606919050217
30003020,"Torvi",0.5303086042404175
30002333,"IRD-HU",-0.43472811579704285
31002577,"J012475",-0.9900000095367432
30001646,"Goram",0.5973921418190002
31001890,"J141137",-0.9900000095367432
31001203,"J113432",-0.9900000095367432
32000073,"AD073",-0.9900000095367432
30004909,"QSF-EJ",-0.6058049201965332
31000640,"J101346",-0.9900000095367432
31000634,"J132048",-0.9900000095367432
30003535,"Afivad",0.5195722579956055
30002848,"74-DRC",-0.13631944358348846
30002161,"LBA-SO",-0.2740895450115204
31002405,"J142247",-0.9900000095367432
30001474,"3E-ER7",-0.07456628233194351
31001718,"J163217",-0.9900000095367432
31001031,"J123405",-0.9900000095367432
31000344,"J150216",-0.9900000095367432
30001768,"8-AA98",-0.36882326006889343
32000015,"AD015",-0.9900000095367432
30003363,"CIS-7X",-0.00906279869377613
30002676,"Parchanier",0.8999999761581421
30001989,"L-TS8S",-0.20735889673233032
31002233,"J100551",-0.9900000095367432
31001546,"J131712",-0.9900000095367432
31000859,"J100651",-0.9900000095367432
32000041,"AD041",-0.9900000095367432
30003878,"Palas",0.5059964656829834
30003191,"3VL6-I",-0.04060061648488045
30002504,"UG-UWZ",-0.958540141582489
30005283,"Central Point",0.23373551666736603
30001817,"7F-2FB",-0.9161134362220764
31002061,"J164900",-0.9900000095367432
31001374,"J115909",-0.9900000095367432
31000687,"J224217",-0.9900000095367432
30001435,"Ohbochi",0.41092726588249207
31000479,"J100246",-0.9900000095367432
30004393,"1IX-C0",-0.9730005860328674
30003706,"4B-NQN",-0.10233567655086517
30003019,"Cherore",0.7028864026069641
30002332,"1GH-48",-0.29091110825538635
31002576,"J010366",-0.9900000095367432
30001645,"Tendhyes",0.5896865725517273
31001889,"J102446",-0.9900000095367432
31001202,"J150048",-0.9900000095367432
32000072,"AD072",-0.9900000095367432
31002550,"J005872",-0.9900000095367432
30003727,"D-6WS1",-0.10967138409614563
32000127,"AD127",-0.9900000095367432
30003534,"Namaili",0.37649646401405334
30002847,"L-GY1B",-0.17850589752197266
30002160,"AC-7LZ",-0.30144762992858887
31002404,"J110834",-0.9900000095367432
30001473,"QO-3LC",-0.12196840345859528
31001717,"J164025",-0.9900000095367432
31001030,"J170817",-0.9900000095367432
30003362,"RSS-KA",-0.01183776743710041
30002675,"Stayme",0.5829538106918335
30001988,"MI6O-6",-0.13239924609661102
31002232,"J105607",-0.9900000095367432
31001545,"J160459",-0.9900000095367432
31000858,"J233555",-0.9900000095367432
30003190,"KH-EWC",-0.09647416323423386
30002503,"UER-TH",-0.7311913371086121
30001816,"UNV-3J",-0.7080463767051697
31002060,"J102623",-0.9900000095367432
31001373,"J135129",-0.9900000095367432
31000686,"J115347",-0.9900000095367432
34000044,"V-044",-0.9900000095367432
30005079,"Zatamaka",0.40838465094566345
30003705,"YWS0-Z",-0.13550548255443573
30003018,"Azer",0.6570695042610168
30002331,"IS-OBW",-0.38667142391204834
31002575,"J012686",-0.9900000095367432
30001644,"Tividu",0.5728417634963989
31001888,"J170540",-0.9900000095367432
31001201,"J103032",-0.9900000095367432
31000697,"J131618",-0.9900000095367432
32000071,"AD071",-0.9900000095367432
31000651,"J155551",-0.9900000095367432
30003533,"Hahda",0.6388112306594849
30002846,"0S1-GI",-0.3012131154537201
30002159,"9-XN3F",-0.3494883179664612
31002403,"J143200",-0.9900000095367432
30001472,"CW-R71",-0.024941088631749153
31001716,"J103228",-0.9900000095367432
31001029,"J113543",-0.9900000095367432
31000985,"J113243",-0.9900000095367432
31000996,"J100620",-0.9900000095367432
30002674,"Gallareue",0.75079345703125
30001987,"G-M4I8",-0.29838892817497253
31002231,"J111249",-0.9900000095367432
31001544,"J102439",-0.9900000095367432
31000133,"J123111",-0.9900000095367432
30005250,"Habu",0.6354277729988098
30003876,"Molea",0.7160800695419312
30003189,"83-YGI",-0.19871634244918823
30002502,"TDE4-H",-0.5844419002532959
30001815,"4AZV-W",-0.8456237316131592
31002059,"J114518",-0.9900000095367432
31001372,"J160645",-0.9900000095367432
31000685,"J112916",-0.9900000095367432
30004391,"5-0WB9",-0.7845094799995422
30003704,"9-F0B2",-0.17496922612190247
30003017,"Harerget",0.8337578177452087
30002330,"QZV-X3",-0.05711204186081886
31002574,"J004921",-0.9900000095367432
30001643,"0IRK-R",-0.006288421340286732
31001887,"J111220",-0.9900000095367432
31001200,"J151733",-0.9900000095367432
30035305,"Clacille",0.870854914188385
32000070,"AD070",-0.9900000095367432
31002022,"J130037",-0.9900000095367432
30003532,"Jesoyeh",0.6907122731208801
30002845,"EPCD-D",-0.012714848853647709
30002158,"7-ZT1Y",-0.30230534076690674
31002402,"J155207",-0.9900000095367432
30001471,"S5-U0R",-0.038069650530815125
31001715,"J155249",-0.9900000095367432
31001028,"J170740",-0.9900000095367432
30003150,"A5MT-B",-0.11006547510623932
30004047,"TN-T7T",-0.010176333598792553
30003360,"GRNJ-3",-0.03461755812168121
30002673,"Estene",0.766311526298523
30001986,"O-N8XZ",-0.18645651638507843
31002230,"J134702",-0.9900000095367432
31001543,"J160455",-0.9900000095367432
31000856,"J145634",-0.9900000095367432
30004562,"BYXF-Q",-0.2413591891527176
31001149,"J115502",-0.9900000095367432
30003875,"Hishai",0.7678545117378235
30003188,"2-WNTD",-0.08427296578884125
30002501,"5F-YRA",-0.4325477182865143
30001814,"90-A1P",-0.7018892765045166
31002058,"J125990",-0.9900000095367432
31001371,"J102515",-0.9900000095367432
31000684,"J225805",-0.9900000095367432
34000042,"V-042",-0.9900000095367432
30005077,"Atarli",0.4421900808811188
30003703,"G-5EN2",-0.2045932412147522
30003016,"Junsoraert",0.5241832137107849
30001606,"FX-XMW",-0.02053900435566902
30002329,"1H5-3W",-0.0394166074693203
31002573,"J005724",-0.9900000095367432
30001642,"3-CE1R",-0.021142860874533653
31001886,"J103251",-0.9900000095367432
31001199,"J212159",-0.9900000095367432
32000069,"AD069",-0.9900000095367432
30004905,"J-4FNO",-0.3439445197582245
30003531,"Hisoufad",0.6532806158065796
30002844,"Q-GICU",-0.1373530626296997
30002157,"B-R5RB",-0.7081210613250732
31002401,"J110421",-0.9900000095367432
30001470,"PQA-9K",-0.052897050976753235
31001714,"J164031",-0.9900000095367432
31001027,"J122213",-0.9900000095367432
31001858,"J141647",-0.9900000095367432
31000995,"J100118",-0.9900000095367432
30003359,"DUV-5Y",-0.028610989451408386
30002672,"Inghenges",0.7157557606697083
30001985,"EWOK-K",-0.3135390877723694
31002229,"J132946",-0.9900000095367432
31001542,"J153116",-0.9900000095367432
